nome,genero,data_nascimento,presenca_plenario,ausencia_justificada_plenario,ausencia_nao_justificada_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_nao_justificada_comissao,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_mai_par,gasto_jun_par,gasto_jul_par,gasto_ago_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_mai_gab,gasto_jun_gab,gasto_jul_gab,gasto_ago_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario,quant_viagem
Léo Moraes,M,11/01/1984,81 dias,8 dias,3 dias,61 reuniões,5 reuniões,1 reuniões,"221.773,94",13458.24,17561.59,41858.77,39472.79,46876.47,27265.70,10199.77,4604.15,1514.89,18486.41,475.16,,"958.890,87",109730.68,109730.68,104705.05,78211.65,98387.94,102628.37,103449.01,93605.55,69793.32,88648.62,,,"33.763,00",
Lourival Gomes,M,22/07/1955,86 dias,3 dias,3 dias,14 reuniões,2 reuniões,5 reuniões,"314.643,56",14519.64,25717.22,37716.76,46990.20,74614.42,33015.39,23533.31,15875.95,17628.00,24074.18,958.49,,"1.105.692,88",111124.38,110908.22,111228.05,111285.85,111586.93,111489.89,110688.82,111413.02,111471.72,104496.00,,,"33.763,00",
Lucas Vergilio,M,08/04/1987,67 dias,25 dias,0 dias,19 reuniões,12 reuniões,58 reuniões,"228.649,05",22480.50,18432.79,22998.58,21079.17,26003.40,20905.29,18201.85,23018.52,21902.15,33626.80,0.00,,"1.112.338,73",111617.15,111617.15,111617.15,111617.15,111617.15,111617.15,109647.32,110427.08,110907.87,111653.56,,,"33.763,00",
Lucas Gonzalez,M,21/12/1988,88 dias,2 dias,2 dias,31 reuniões,1 reuniões,15 reuniões,"141.356,58",14001.15,13315.11,17768.47,23175.15,28588.17,17992.12,7639.28,4616.15,6645.82,7490.33,124.83,,"677.075,08",68437.72,62951.08,63166.33,67438.96,71384.50,74468.04,66881.33,62426.29,60148.68,79772.15,,,"33.763,00",
Lucas Redecker,M,26/05/1981,85 dias,4 dias,3 dias,49 reuniões,4 reuniões,2 reuniões,"297.861,04",18366.95,19763.29,37306.39,48214.90,50732.70,27914.60,43469.68,18833.03,14310.90,17733.59,1215.01,,"1.105.699,54",111417.00,110962.07,109414.50,108345.27,110762.68,110962.07,110758.96,110962.07,110962.07,111152.85,,,"33.763,00",
Luciano Bivar,M,29/11/1944,51 dias,41 dias,0 dias,0 reuniões,0 reuniões,0 reuniões,"185.857,07",18381.42,23290.80,32989.31,19048.08,43618.09,14831.36,14148.53,7726.22,9042.28,2778.63,2.35,,"996.599,97",91073.95,93911.18,93911.18,88454.35,95106.71,98832.14,103178.96,109418.54,111356.48,111356.48,,,"33.763,00",
Lucio Mosquini,M,23/07/1969,65 dias,18 dias,9 dias,7 reuniões,10 reuniões,4 reuniões,"317.655,34",22814.86,37943.72,37277.68,33863.39,52954.34,60039.82,35256.76,13602.35,5303.46,17979.22,619.74,,"1.055.029,87",103573.81,103573.81,104259.44,105167.90,105078.15,105577.36,103610.02,109603.64,107559.68,107026.06,,,"33.763,00",1
Luis Miranda,M,27/03/1980,91 dias,1 dias,0 dias,65 reuniões,0 reuniões,0 reuniões,"198.128,85",16743.53,33704.02,30605.59,26090.58,21766.24,23916.74,17430.46,16138.85,4746.41,6649.23,337.20,,"1.082.807,76",106579.01,108384.08,109890.74,110052.17,110052.17,108853.56,107084.79,108333.76,106788.74,106788.74,,,"33.763,00",
Luciano Ducci,M,23/03/1955,83 dias,0 dias,9 dias,28 reuniões,0 reuniões,21 reuniões,"325.541,91",46474.19,48810.14,35792.35,32052.26,47967.64,31152.19,36214.31,17713.75,17321.87,12043.21,0.00,,"1.097.820,85",109566.95,109566.95,109566.95,109566.97,107107.37,108864.14,110895.38,110895.38,110895.38,110895.38,,,"33.763,00",
Luis Tibé,M,23/07/1971,65 dias,27 dias,0 dias,0 reuniões,0 reuniões,1 reuniões,"228.064,88",25577.63,20154.79,20262.58,21384.26,23717.87,83724.33,12724.71,6700.30,7096.25,246.71,6475.45,,"976.602,45",102787.88,107579.52,107414.98,106200.45,102578.95,103260.32,87097.78,88793.47,86249.93,84639.17,,,"33.763,00",
Márcio Macêdo,M,18/09/1970,52 dias,1 dias,1 dias,8 reuniões,2 reuniões,4 reuniões,"170.891,09",,,,0.00,16787.66,27268.99,38765.68,38156.83,35940.77,13716.17,254.99,,"511.532,31",,,,0.00,46665.52,53660.67,87537.03,101530.81,110745.63,111392.65,,,"33.763,00",
Márcio Marinho,M,12/12/1970,74 dias,11 dias,7 dias,21 reuniões,5 reuniões,6 reuniões,"377.422,20",28608.42,24612.71,87100.11,35803.17,42787.11,34980.07,29850.24,23287.44,13207.27,54226.75,2958.91,,"1.066.590,84",111538.42,111538.42,111538.42,111538.42,111304.79,104295.83,108413.15,103411.20,97135.73,95876.46,,,"33.763,00",1
Marco Bertaiolli,M,30/04/1968,88 dias,1 dias,3 dias,26 reuniões,0 reuniões,3 reuniões,"206.196,99",28128.86,30235.56,22907.70,47414.10,40248.99,17222.16,7514.38,7024.35,3337.00,2163.89,0.00,,"1.010.254,20",104253.35,107457.85,110229.17,106982.17,106721.56,95359.26,95003.00,95003.00,95003.00,94241.84,,,"33.763,00",
Marcos Pereira,M,04/04/1972,79 dias,13 dias,0 dias,32 reuniões,6 reuniões,2 reuniões,"171.852,69",33000.03,21288.53,42830.84,19781.81,31532.05,17820.20,2744.05,883.19,735.01,978.18,258.80,,"1.111.467,68",111386.70,111386.70,111386.70,111386.70,111386.70,111180.66,109193.42,111386.70,111386.70,111386.70,,,"33.763,00",
Marcos Aurélio Sampaio,M,19/09/1991,86 dias,3 dias,3 dias,3 reuniões,5 reuniões,45 reuniões,"320.743,52",37229.73,45797.72,35296.78,47661.27,43605.72,29896.24,19412.64,13864.08,13561.10,34248.24,170.00,,"1.108.178,64",111453.36,111453.36,111453.36,111453.36,110719.20,111453.36,110990.79,110945.59,110315.41,107940.85,,,"33.763,00",
Marcon,M,21/09/1964,82 dias,1 dias,9 dias,41 reuniões,5 reuniões,6 reuniões,"358.478,31",33805.52,34685.04,46776.77,67340.35,43567.04,42706.44,25113.89,25890.66,17413.91,19958.86,1219.83,,"1.111.935,23",111534.30,110974.31,110974.31,110974.31,111019.51,111334.03,110348.97,111528.69,111623.40,111623.40,,,"33.763,00",
Mário Heringer,M,30/09/1954,78 dias,3 dias,11 dias,38 reuniões,2 reuniões,22 reuniões,"274.347,68",35777.47,30872.80,52890.28,44007.32,33664.82,25044.69,27897.92,11606.96,7490.70,5000.00,94.72,,"1.106.478,37",108960.32,108960.32,110437.25,111355.11,110648.37,110896.10,110606.09,111538.27,111538.27,111538.27,,,"33.763,00",
Mário Negromonte Jr.,M,31/08/1980,71 dias,19 dias,2 dias,7 reuniões,8 reuniões,7 reuniões,"284.307,76",26386.19,33065.98,33489.75,58105.20,54891.47,26596.75,27166.91,10040.39,1001.41,13563.71,0.00,,"1.116.475,54",111647.56,111647.56,111647.56,111647.56,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,,,"33.763,00",
Marreca Filho,M,25/04/1992,76 dias,12 dias,4 dias,17 reuniões,13 reuniões,16 reuniões,"420.870,26",52702.54,51161.51,54284.92,48630.65,43394.41,32253.04,34492.26,31643.88,27540.63,42959.03,1807.39,,"1.112.762,55",111586.84,110907.07,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,111283.58,,,"33.763,00",
Marx Beltrão,M,28/11/1979,83 dias,6 dias,3 dias,32 reuniões,4 reuniões,24 reuniões,"286.848,74",43947.39,60863.33,59802.08,39037.85,24587.92,10485.07,8409.92,2.48,198.65,39514.05,0.00,,"1.105.015,07",111500.15,105630.21,108240.46,111402.45,111417.01,111417.01,111417.01,111387.27,111301.75,111301.75,,,"33.763,00",
Maurício Dziedricki,M,26/07/1979,90 dias,1 dias,1 dias,11 reuniões,8 reuniões,20 reuniões,"378.904,42",28557.96,41243.96,59588.36,44634.78,61628.19,34814.58,28693.50,28155.60,27746.72,23740.77,100.00,,"1.094.729,05",111082.77,111611.06,111268.24,110282.65,109535.38,108881.43,102269.49,108505.54,111074.03,110218.46,,,"33.763,00",
Mauro Benevides Filho,M,09/03/1959,88 dias,4 dias,0 dias,28 reuniões,1 reuniões,0 reuniões,"259.295,91",21129.13,18098.14,36566.13,44445.37,32089.23,29659.65,21607.31,13765.35,7891.60,33025.01,1018.99,,"1.007.041,50",93447.35,99891.99,102672.10,105278.45,105278.45,105278.45,103707.60,97162.37,97162.37,97162.37,,,"33.763,00",1
Marlon Santos,M,25/09/1975,63 dias,9 dias,20 dias,7 reuniões,4 reuniões,3 reuniões,"342.082,31",24466.62,19158.58,27520.14,82930.62,59334.20,35941.42,30893.15,15236.67,14231.43,30169.78,2199.70,,"1.105.751,44",111188.97,111502.04,111502.04,111502.04,111502.04,109087.84,111502.04,111502.04,111502.04,104960.35,,,"33.763,00",
Mauro Nazif,M,30/01/1959,91 dias,0 dias,1 dias,36 reuniões,0 reuniões,25 reuniões,"105.889,65",4235.25,3815.58,13417.43,17031.41,26117.27,21453.99,8734.30,4519.14,1.25,6106.45,457.58,,"1.108.083,45",110974.34,110974.34,110974.34,110974.34,110974.34,110869.40,110263.46,110130.21,110974.34,110974.34,,,"33.763,00",
Mauro Lopes,M,24/05/1936,84 dias,0 dias,8 dias,20 reuniões,0 reuniões,24 reuniões,"332.160,11",29210.99,42786.99,43725.40,42443.21,51164.98,31636.03,29963.37,26198.94,19363.50,15666.70,0.00,,"1.090.963,84",111241.16,111241.16,111038.05,110514.27,111241.16,111241.16,111241.16,104860.70,98879.02,109466.00,,,"33.763,00",
Merlong Solano,M,17/09/1958,83 dias,8 dias,1 dias,49 reuniões,5 reuniões,15 reuniões,"326.197,01",32534.86,34007.17,65910.85,49741.86,44576.54,33550.37,18790.80,882.39,2185.46,41562.14,2454.57,,"1.101.261,93",111514.07,111514.07,109889.21,108365.90,108365.90,108365.90,111006.30,111514.07,109968.51,110758.00,,,"33.763,00",
Miguel Lombardi,M,29/01/1964,92 dias,0 dias,0 dias,59 reuniões,0 reuniões,13 reuniões,"220.423,23",21529.06,20198.21,30632.06,38065.72,45564.65,12768.86,16882.42,10720.35,11587.90,8071.09,4402.91,,"1.101.861,13",110285.02,110027.91,108913.76,108699.50,108742.35,110027.91,110185.82,111659.62,111659.62,111659.62,,,"33.763,00",
Milton Coelho,M,21/12/1964,73 dias,10 dias,9 dias,13 reuniões,5 reuniões,8 reuniões,"415.186,29",41372.83,54381.30,41283.16,61001.85,69046.75,36898.77,32238.51,31948.13,25293.35,20799.93,921.71,,"1.042.259,69",98440.42,99358.12,99358.12,99628.66,106925.15,98996.63,107236.13,110253.98,110995.68,111066.80,,,"33.763,00",
Milton Vieira,M,16/09/1962,76 dias,9 dias,7 dias,20 reuniões,5 reuniões,10 reuniões,"285.124,17",15104.76,24431.95,43074.46,32806.86,43685.44,26364.39,34727.21,27787.62,21615.96,15525.52,0.00,,"1.094.408,85",109457.78,109457.78,106894.46,106497.63,106497.63,109984.28,110730.78,111653.57,111653.57,111581.37,,,"33.763,00",
Nelson Barbudo,M,14/02/1960,79 dias,9 dias,4 dias,20 reuniões,0 reuniões,0 reuniões,"367.306,86",51552.78,56554.42,57033.13,51660.97,58746.46,6365.91,10378.00,3887.61,6650.92,59712.60,4764.06,,"980.718,00",110616.22,110616.22,110616.22,110616.22,110616.22,110616.22,102405.85,66158.10,63594.02,84862.71,,,"33.763,00",
Nereu Crispim,M,21/07/1963,76 dias,15 dias,1 dias,36 reuniões,16 reuniões,14 reuniões,"421.208,83",52892.77,67730.02,46926.51,36681.89,35764.37,43612.55,21861.94,16947.45,12990.65,84534.84,1265.84,,"1.097.932,79",109332.85,110197.30,111617.15,111498.26,111444.57,109844.51,108850.50,107832.63,108701.27,108613.75,,,"33.763,00",
Misael Varella,M,27/11/1959,72 dias,16 dias,4 dias,2 reuniões,2 reuniões,9 reuniões,"299.785,19",40550.65,28772.67,40433.83,36515.71,55694.58,22863.70,26098.84,9549.21,6139.63,32867.48,298.89,,"1.113.759,47",111649.87,111538.32,111538.32,111538.32,111538.32,111538.32,111538.32,111538.32,111463.71,109877.65,,,"33.763,00",
Neri Geller,M,07/11/1968,60 dias,14 dias,18 dias,25 reuniões,7 reuniões,18 reuniões,"331.859,72",26016.06,29783.49,39536.45,41096.72,45632.52,37712.93,29857.26,35665.64,22036.30,22888.71,1633.64,,"1.109.132,74",111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,111647.55,105317.58,111647.55,110634.76,,,"33.763,00",1
Neucimar Fraga,M,26/06/1966,87 dias,1 dias,4 dias,68 reuniões,0 reuniões,7 reuniões,"361.685,36",34545.81,33612.52,49730.98,55029.76,67613.75,35393.03,21575.54,12366.55,10463.83,38694.76,2658.83,,"1.098.923,43",111368.66,111040.46,111107.83,111107.83,109270.87,107980.30,110501.19,110501.19,107478.78,108566.32,,,"33.763,00",1
Newton Cardoso Jr,M,11/11/1979,85 dias,1 dias,6 dias,25 reuniões,1 reuniões,12 reuniões,"282.055,82",62781.95,58116.52,45506.36,30662.50,33316.42,24375.56,21306.96,5675.41,213.73,73.61,26.80,,"1.098.429,50",111046.40,110209.90,111152.64,110209.90,110209.90,110104.96,108206.02,109148.38,109148.38,108993.02,,,"33.763,00",1
Olival Marques,M,09/01/1982,81 dias,6 dias,5 dias,14 reuniões,1 reuniões,21 reuniões,"348.705,13",64969.14,46736.63,44780.36,30622.11,46335.41,33972.17,36328.22,102.58,52.03,44758.25,48.23,,"1.111.361,39",111623.31,111623.31,109592.61,111004.98,111649.12,111623.31,111623.31,111623.31,111623.31,109374.82,,,"33.763,00",
Ney Leprevost,M,26/10/1973,58 dias,6 dias,2 dias,51 reuniões,4 reuniões,0 reuniões,"250.300,45",,,,28018.44,32989.51,37760.39,35739.57,26480.21,19925.20,69342.63,44.50,,"730.472,10",0.00,0.00,0.00,76475.21,102555.61,109080.88,109944.25,111055.51,110166.27,111194.37,,,"33.763,00",
Nilson Pinto,M,25/03/1952,77 dias,0 dias,15 dias,26 reuniões,0 reuniões,39 reuniões,"340.817,41",39664.04,46872.66,56655.20,37457.02,35301.13,36143.13,32546.53,26440.59,14982.99,14304.13,449.99,,"1.102.101,46",111368.62,111368.62,111368.62,109207.75,109771.77,111671.95,111671.95,110439.24,109852.23,105380.71,,,"33.763,00",
Onyx Lorenzoni,M,03/10/1954,54 dias,0 dias,15 dias,11 reuniões,0 reuniões,15 reuniões,"146.437,17",,,2593.42,28196.18,26612.67,21776.63,21981.35,21195.51,7837.63,15591.09,652.69,,"643.704,98",0.00,0.00,1497.48,80959.97,107801.60,110926.90,98786.99,82200.32,78655.54,82876.18,,,"33.763,00",
Nicoletti,M,21/07/1981,75 dias,1 dias,16 dias,59 reuniões,0 reuniões,31 reuniões,"372.953,96",38016.72,67484.95,68546.23,46662.93,44145.52,29902.09,21903.43,14408.35,16165.84,24630.72,1087.18,,"1.041.585,95",106715.96,104753.67,100268.19,104648.11,102051.33,104582.59,104199.41,104950.39,104708.15,104708.15,,,"33.763,00",
Odair Cunha,M,18/06/1976,83 dias,6 dias,3 dias,10 reuniões,1 reuniões,4 reuniões,"312.278,47",55346.62,34653.62,37546.58,42542.21,34172.80,29794.44,18443.73,32816.78,7463.12,18905.38,593.19,,"1.102.598,87",111079.82,110852.83,110852.83,109882.90,111168.04,110621.09,105404.52,110351.88,111192.48,111192.48,,,"33.763,00",
Nivaldo Albuquerque,M,07/01/1988,67 dias,10 dias,15 dias,3 reuniões,5 reuniões,19 reuniões,"394.279,73",51142.75,32527.80,37455.06,44128.80,45988.02,40122.75,36721.32,36428.86,25644.56,44119.81,0.00,,"1.108.543,32",109956.52,110816.48,110816.48,110816.48,110816.48,110835.89,111538.32,111538.32,111538.32,109870.03,,,"33.763,00",
Nilto Tatto,M,31/07/1963,87 dias,4 dias,1 dias,28 reuniões,4 reuniões,17 reuniões,"343.362,50",21771.11,30106.02,49511.22,34833.12,65168.75,26285.28,25096.49,26593.94,14143.77,37174.67,12678.13,,"1.114.366,15",111240.10,111304.77,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,111477.66,,,"33.763,00",1
Orlando Silva,M,27/05/1971,86 dias,6 dias,0 dias,55 reuniões,2 reuniões,29 reuniões,"347.684,93",34078.45,50115.29,48011.52,36761.90,35143.24,42254.79,31343.85,29333.12,17559.57,22948.20,135.00,,"1.111.690,71",111617.03,111617.03,111617.03,111617.03,111617.03,110482.75,110592.71,110092.96,111501.80,110935.34,,,"33.763,00",1
Osires Damaso,M,16/04/1963,53 dias,4 dias,3 dias,28 reuniões,7 reuniões,10 reuniões,"257.099,87",31408.43,40910.15,58301.89,73416.69,21231.60,1370.50,,,,28450.28,2010.33,,"1.079.907,46",110263.55,111361.15,110459.82,110403.44,108465.34,105166.62,104902.35,104902.35,106842.20,107140.64,,,"33.763,00",
Osmar Serraglio,M,23/05/1948,90 dias,2 dias,0 dias,18 reuniões,1 reuniões,5 reuniões,"322.631,42",19077.70,29207.40,26130.41,20067.80,44531.69,51037.47,44790.12,55420.83,11647.40,19012.20,1708.40,,"1.078.596,19",102045.23,102045.23,102373.18,107128.41,107128.41,111455.77,111604.99,111604.99,111604.99,111604.99,,,"33.763,00",
Ossesio Silva,M,09/12/1954,91 dias,0 dias,1 dias,40 reuniões,0 reuniões,24 reuniões,"347.749,81",22856.08,32967.51,44885.09,44251.03,42878.97,36165.64,32571.00,36167.25,24417.17,28495.13,2094.94,,"1.048.780,85",95126.13,100049.61,100049.61,101155.61,107399.42,109451.62,109451.62,109451.62,109451.62,107193.99,,,"33.763,00",
Osmar Terra,M,18/02/1950,78 dias,13 dias,1 dias,51 reuniões,19 reuniões,1 reuniões,"357.380,78",33397.85,46176.89,34640.39,49625.96,53227.35,32297.67,37884.20,36597.23,10760.37,15804.50,6968.37,,"1.112.941,73",109825.73,111653.70,111653.70,111653.70,111653.70,111406.01,110461.51,111544.56,111544.56,111544.56,,,"33.763,00",
Otoni de Paula,M,22/11/1976,84 dias,4 dias,4 dias,22 reuniões,5 reuniões,10 reuniões,"315.436,39",29251.54,38621.21,35407.31,38157.30,34241.98,39525.24,32193.49,28983.36,14438.89,24616.07,0.00,,"1.094.715,33",111344.26,111344.26,103979.14,109309.25,108218.25,109698.65,110326.95,111397.23,108096.55,111000.79,,,"33.763,00",
Ottaci Nascimento,M,18/08/1977,74 dias,4 dias,14 dias,9 reuniões,3 reuniões,36 reuniões,"376.012,81",34097.64,49392.31,48210.97,34983.27,71884.29,52613.86,34187.15,24172.09,19176.44,7294.79,0.00,,"1.060.727,53",110634.47,110634.47,111461.19,104089.69,105399.95,109079.92,98027.86,102477.45,105600.39,103322.14,,,"33.763,00",
Otto Alencar Filho,M,07/07/1977,85 dias,7 dias,0 dias,38 reuniões,3 reuniões,5 reuniões,"330.138,13",28191.31,32661.13,41179.54,35834.47,40153.83,38194.37,35104.11,30226.34,27484.62,19263.73,1844.68,,"1.110.778,20",111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,111077.82,,,"33.763,00",
Luiz Carlos,M,16/08/1979,54 dias,6 dias,8 dias,22 reuniões,7 reuniões,29 reuniões,"319.812,15",,,,60278.28,45102.92,59103.24,25424.98,22413.28,4801.02,102688.43,0.00,,"768.663,19",0.00,0.00,0.00,99490.98,111544.01,111370.30,111559.83,111589.20,111555.30,111553.57,,,"33.763,00",
Luiz Carlos Motta,M,24/04/1959,84 dias,0 dias,8 dias,25 reuniões,0 reuniões,25 reuniões,"205.688,55",14042.14,18661.32,27321.30,27399.17,56728.50,17013.50,17082.53,5413.05,9042.24,12724.51,260.29,,"1.105.537,79",111398.85,111398.85,111398.85,111398.85,111398.85,111354.57,110070.44,110070.44,110070.44,106977.65,,,"33.763,00",
Luiz Lima,M,10/12/1977,92 dias,0 dias,0 dias,58 reuniões,0 reuniões,1 reuniões,"270.984,21",31403.73,29475.83,44044.70,36275.81,37791.57,25474.97,22228.02,13587.63,12264.36,18437.59,0.00,,"1.104.744,46",111586.85,109394.70,110910.09,111665.82,111665.82,111665.82,111338.69,111132.04,111132.04,104252.59,,,"33.763,00",
Marcelo Álvaro Antônio,M,16/02/1974,82 dias,0 dias,10 dias,12 reuniões,0 reuniões,5 reuniões,"302.309,79",30085.79,36472.63,48468.84,34529.84,42150.69,25388.43,21373.22,20519.82,20596.13,22114.84,609.56,,"1.104.089,09",110549.48,110549.48,110549.48,110549.48,110453.99,109913.41,111574.63,110366.56,109791.29,109791.29,,,"33.763,00",
Luizão Goulart,M,06/06/1962,83 dias,6 dias,3 dias,79 reuniões,3 reuniões,4 reuniões,"288.427,80",17529.81,25209.26,29794.99,33767.73,60114.45,51834.55,20110.94,22280.94,15181.93,11105.50,1497.70,,"1.095.279,82",108232.40,109781.35,109900.50,109900.50,109900.50,109900.50,108325.93,109537.14,109900.50,109900.50,,,"33.763,00",
Major Vitor Hugo,M,31/05/1977,87 dias,5 dias,0 dias,3 reuniões,0 reuniões,0 reuniões,"248.371,66",16432.60,26263.43,32192.06,24370.73,53974.90,20455.63,20521.90,18883.41,19878.69,14201.72,1196.59,,"1.069.836,62",107407.57,103693.97,109197.36,107703.17,109899.43,101572.63,102809.45,106773.19,109126.21,111653.64,,,"33.763,00",
Luiz Nishimori,M,09/04/1949,70 dias,19 dias,3 dias,19 reuniões,6 reuniões,7 reuniões,"330.074,38",26662.66,40716.70,40962.20,48292.97,35368.39,19045.34,23509.88,23445.46,13016.89,59053.89,0.00,,"1.109.933,29",110729.39,107428.89,110412.97,111629.27,111629.27,111629.27,111629.27,111586.42,111629.27,111629.27,,,"33.763,00",1
Marcel van Hattem,M,08/11/1985,92 dias,0 dias,0 dias,73 reuniões,13 reuniões,4 reuniões,"99.403,16",8123.69,12211.18,14110.85,12804.33,14137.18,10989.52,6481.38,8305.85,1594.95,9969.54,674.69,,"729.302,93",59210.65,74561.08,77565.06,86027.94,88136.42,88475.30,88365.70,66535.02,50212.88,50212.88,,,"33.763,00",1
Luiz Philippe de Orleans e Bragança,M,03/04/1969,83 dias,0 dias,9 dias,26 reuniões,0 reuniões,7 reuniões,"237.438,20",19234.16,41336.91,21511.75,44161.20,47173.05,7449.77,24167.48,10538.27,769.81,21095.80,0.00,,"836.796,44",80014.24,80014.24,78351.82,77614.00,88736.90,88736.90,87317.09,86046.97,84982.14,84982.14,,,"33.763,00",
Marcelo Aro,M,12/06/1987,84 dias,3 dias,5 dias,10 reuniões,2 reuniões,47 reuniões,"331.256,69",26986.31,36645.34,47099.34,36707.50,41663.07,44619.68,30286.71,26697.75,23922.88,14890.89,1737.22,,"1.080.767,01",106502.04,111068.56,111653.48,104573.06,103998.48,103998.48,108171.78,109020.22,111580.78,110200.13,,,"33.763,00",
Marcelo Calero,M,07/07/1982,65 dias,5 dias,0 dias,52 reuniões,7 reuniões,23 reuniões,"194.810,31",,1.10,0.00,29402.30,28404.63,33524.41,20206.58,29621.93,26800.12,25672.41,1176.83,,"534.667,18",0.00,23880.29,3594.88,49213.63,59918.95,67197.14,73698.14,80943.09,86692.72,89528.34,,,"33.763,00",
Marcelo Freixo,M,12/04/1967,87 dias,0 dias,5 dias,4 reuniões,0 reuniões,14 reuniões,"229.992,13",25371.50,37740.75,19009.57,39407.40,37663.26,20187.89,24073.45,6438.59,3826.90,16272.82,0.00,,"1.068.647,07",109763.04,108881.53,107855.63,110816.54,106834.03,107170.93,111113.71,105198.94,100500.32,100512.40,,,"33.763,00",
Márcio Biolchi,M,23/05/1979,82 dias,8 dias,2 dias,1 reuniões,0 reuniões,7 reuniões,"328.745,98",29839.52,27502.09,37568.05,60835.16,62647.47,28392.17,39477.13,22006.65,9774.70,9645.25,1057.79,,"1.082.337,06",111398.83,111398.83,111313.13,110867.47,111082.43,107055.29,104805.27,104805.27,104805.27,104805.27,,,"33.763,00",
Marcelo Ramos,M,29/08/1973,82 dias,8 dias,2 dias,2 reuniões,0 reuniões,7 reuniões,"423.392,28",20242.76,39354.81,57067.23,41462.69,41579.55,62349.92,61760.73,26114.33,23392.50,49853.80,213.96,,"1.105.239,61",111617.27,110137.00,111465.63,108808.39,109386.03,111155.67,111295.59,109732.76,110023.99,111617.28,,,"33.763,00",
Marcelo Moraes,M,07/08/1979,87 dias,3 dias,2 dias,16 reuniões,3 reuniões,16 reuniões,"221.446,17",15903.33,44958.34,24488.41,24420.07,33677.36,32417.15,26539.86,4190.21,4950.67,9900.77,0.00,,"1.090.745,07",108976.88,107192.46,110469.44,111026.25,109177.45,111653.48,111653.48,111653.48,105897.43,103044.72,,,"33.763,00",
Marcelo Nilo,M,26/04/1955,80 dias,6 dias,6 dias,13 reuniões,2 reuniões,0 reuniões,"368.635,59",61106.10,34937.85,36268.18,40958.43,35389.33,43742.38,26510.69,33743.64,26004.96,25512.62,4461.41,,"1.116.172,50",111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,111617.25,,,"33.763,00",
Marcio Alvino,M,14/06/1969,92 dias,0 dias,0 dias,3 reuniões,0 reuniões,2 reuniões,"134,51",0.65,10.41,24.07,12.54,20.48,24.95,21.49,16.96,2.96,0.00,0.00,,"1.064.964,28",111659.72,109690.06,111659.72,110429.57,111392.82,109744.53,99030.68,98700.75,100771.53,101884.90,,,"33.763,00",
Márcio Jerry,M,14/11/1966,63 dias,2 dias,3 dias,21 reuniões,0 reuniões,14 reuniões,"168.049,18",,,,20971.05,47522.26,31931.29,25964.48,19440.27,14973.54,6427.26,819.03,,"708.518,79",0.00,0.00,0.00,71249.98,96777.84,101748.27,109177.73,108910.83,109376.66,111277.48,,,"33.763,00",
Márcio Labre,M,27/02/1974,88 dias,2 dias,2 dias,40 reuniões,0 reuniões,15 reuniões,"259.184,89",31765.87,30612.66,44672.56,38731.34,39322.53,28005.00,17658.24,14921.61,10479.54,2959.53,56.01,,"1.113.154,94",110430.70,111602.13,111624.11,110842.85,111612.93,111659.50,111035.13,111271.52,111646.42,111429.65,,,"33.763,00",
Pedro Augusto Palareti,M,08/05/1963,58 dias,30 dias,4 dias,0 reuniões,0 reuniões,0 reuniões,"367.916,48",45002.25,41793.92,40476.10,35738.01,40011.13,27595.55,37061.80,25670.21,26876.43,47691.08,0.00,,"1.099.514,65",111303.15,110591.43,108880.91,110241.85,108844.10,110633.34,111623.25,108056.54,110241.43,109098.65,,,"33.763,00",
Pedro Lucas Fernandes,M,01/11/1979,81 dias,10 dias,1 dias,45 reuniões,8 reuniões,12 reuniões,"382.136,72",35356.92,46331.54,47765.23,40146.04,35975.34,30438.93,45067.84,23587.48,20171.86,43119.46,14176.08,,"1.113.557,59",111508.09,111508.09,111508.09,111508.09,109984.78,111508.09,111508.09,111508.09,111508.09,111508.09,,,"33.763,00",
Pedro Cunha Lima,M,15/08/1988,39 dias,0 dias,4 dias,0 reuniões,0 reuniões,1 reuniões,"54.842,81",15105.40,6552.71,,,,19551.73,4675.93,7482.04,744.31,730.69,0.00,,"1.049.837,65",102779.29,102779.29,103224.64,109682.19,109459.52,109682.19,103892.66,102779.29,102779.29,102779.29,,,"33.763,00",
Pedro Lupion,M,04/06/1983,80 dias,9 dias,3 dias,62 reuniões,1 reuniões,6 reuniões,"310.649,76",6990.56,44793.64,46634.00,51461.51,41298.48,35147.53,27135.20,18926.03,17431.98,20830.83,0.00,,"1.109.508,71",111605.04,111605.04,111605.04,111605.04,105063.35,111605.04,111605.04,111605.04,111605.04,111605.04,,,"33.763,00",2
